Group,Baseline_HR,Gender_Adv_HR,Intersect_Adv_HR
Male_Hispanic,0.23444976076555024,0.2583732057416268,0.2583732057416268
Female_White,0.25934579439252337,0.3037383177570093,0.29439252336448596
Male_White,0.39923954372623577,0.373574144486692,0.3659695817490494
Female_Asian,0.2727272727272727,0.33766233766233766,0.30735930735930733
Male_Black,0.2072072072072072,0.2552552552552553,0.24624624624624625
Male_Asian,0.3416030534351145,0.3435114503816794,0.3606870229007634
Female_Hispanic,0.2087912087912088,0.26373626373626374,0.23076923076923078
Female_Black,0.13636363636363635,0.17424242424242425,0.18181818181818182
