Group,Baseline_DI,Gender_Adv_DI,Intersect_Adv_DI
Male_Hispanic,0.5872408293460925,0.6916249680411996,0.7059963959485491
Female_White,0.649599465954606,0.8130603315022235,0.8044180118946473
Male_White,1.0,1.0,1.0
Female_Asian,0.683116883116883,0.9038696672284459,0.8398493281610164
Male_Black,0.519004719004719,0.6832786985458742,0.6728598728598729
Male_Asian,0.85563431479462,0.9195268341005769,0.9855655794587093
Female_Hispanic,0.5229722658294087,0.7059810418589044,0.6305694305694306
Female_Black,0.3415584415584415,0.46641992443519165,0.49681227863046046
