Group,Size,Hire_Rate,Qualified_Count,TPR,DI,EO_Gap
Female_Black,660,0.2545454545454545,194,0.4381443298969072,0.5225978079665164,-0.21191845788040542
Female_Hispanic,455,0.27912087912087913,142,0.43661971830985913,0.5730526983745868,-0.2134430694674535
Male_Hispanic,1045,0.3253588516746411,355,0.5126760563380282,0.6679821605587053,-0.13738673143928448
Male_Black,1663,0.3295249549007817,602,0.5049833887043189,0.6765354321841254,-0.14507939907299372
Female_Asian,1156,0.3719723183391003,413,0.5472154963680388,0.7636825357395028,-0.10284729140927384
Female_White,2141,0.38393274170948155,751,0.5579227696404794,0.7882380362369458,-0.09214001813683326
Male_Asian,2618,0.4434682964094729,1154,0.6265164644714039,0.9104682698816412,-0.02354632330590878
Male_White,5262,0.4870771569745344,2389,0.6500627877773126,1.0,0.0
